FLOC,Latitude,Longitude,Division,County,Town,Road,Line,Pole
9302-L0250-0447-0003-ED00041,43.24469968,-77.64363662,Central,MONROE,GREECE,ADELINE RD,41,B
9302-L0250-0447-0003-ED00042,43.2442814,-77.64365692,Central,MONROE,GREECE,ADELINE RD,41,D
9302-L0250-0447-0003-ED00043,43.24478649,-77.64336697,Central,MONROE,GREECE,ADELINE RD,41,E
9302-L0250-0447-0003-ED00044,43.24474766,-77.64286218,Central,MONROE,GREECE,ADELINE RD,41,F
9302-L0250-0447-0181-ED00010,43.25159106,-77.64514107,Central,MONROE,GREECE,DELLWOOD CIR,939,1H
9302-L0250-0447-0181-ED00011,43.25162038,-77.64476042,Central,MONROE,GREECE,DELLWOOD CIR,939,1J
9302-L0250-0447-0181-ED00012,43.25162874,-77.64423751,Central,MONROE,GREECE,DELLWOOD CIR,2939,1K
9302-L0250-0447-0182-ED00017,43.24552563,-77.64496262,Central,MONROE,GREECE,DELLWOOD RD,941,A
9302-L0250-0447-0182-ED00018,43.24571433,-77.6449793,Central,MONROE,GREECE,DELLWOOD RD,941,B
9302-L0250-0447-0182-ED00019,43.24617595,-77.64493728,Central,MONROE,GREECE,DELLWOOD RD,941,C
9302-L0250-0447-0182-ED00020,43.24657159,-77.64495889,Central,MONROE,GREECE,DELLWOOD RD,941,D
9302-L0250-0447-0182-ED00021,43.24698454,-77.64494792,Central,MONROE,GREECE,DELLWOOD RD,941,E
9302-L0250-0447-0182-ED00022,43.24739943,-77.64496538,Central,MONROE,GREECE,DELLWOOD RD,2941,F
9302-L0250-0447-0182-ED00023,43.24778632,-77.64502236,Central,MONROE,GREECE,DELLWOOD RD,941,G
9302-L0250-0447-0182-ED00024,43.24822621,-77.64496988,Central,MONROE,GREECE,DELLWOOD RD,941,H
9302-L0250-0447-0182-ED00025,43.24865185,-77.64495739,Central,MONROE,GREECE,DELLWOOD RD,2941,I
9302-L0250-0447-0182-ED00026,43.24904663,-77.64496901,Central,MONROE,GREECE,DELLWOOD RD,941,K
9302-L0250-0447-0182-ED00027,43.24949016,-77.64496008,Central,MONROE,GREECE,DELLWOOD RD,941,L
9302-L0250-0447-0182-ED00028,43.249893,-77.64496619,Central,MONROE,GREECE,DELLWOOD RD,941,M
9302-L0250-0447-0182-ED00029,43.24412674,-77.64492321,Central,MONROE,GREECE,DELLWOOD RD,2941,A
9302-L0250-0447-0182-ED00030,43.2445361,-77.64492721,Central,MONROE,GREECE,DELLWOOD RD,2941,B
9302-L0250-0447-0182-ED00031,43.24492107,-77.6449095,Central,MONROE,GREECE,DELLWOOD RD,2941,C
9302-L0250-0447-0406-ED00001,43.2439159,-77.64663618,Central,MONROE,GREECE,LAWSON RD,192,1
9302-L0250-0447-0406-ED00003,43.24355134,-77.64614036,Central,MONROE,GREECE,LAWSON RD,6192,11A
9302-L0250-0447-0406-ED00004,43.24309891,-77.64614836,Central,MONROE,GREECE,LAWSON RD,192,11B
9302-L0250-0447-0406-ED00010,43.24328515,-77.64504899,Central,MONROE,GREECE,LAWSON RD,192,11H
9302-L0250-0447-0406-ED00011,43.24333866,-77.64443704,Central,MONROE,GREECE,LAWSON RD,192,11J
9302-L0250-0447-0406-ED00012,43.24335649,-77.64416206,Central,MONROE,GREECE,LAWSON RD,192,11K
9302-L0250-0447-0406-ED00013,43.24352172,-77.6436245,Central,MONROE,GREECE,LAWSON RD,192,11L
9302-L0250-0447-0406-ED00014,43.24368718,-77.64286205,Central,MONROE,GREECE,LAWSON RD,192,11M1
9302-L0250-0447-0406-ED00015,43.24398278,-77.64267074,Central,MONROE,GREECE,LAWSON RD,192,11N
9302-L0250-0447-0406-ED00016,43.24421886,-77.6423789,Central,MONROE,GREECE,LAWSON RD,192,11O
9302-L0250-0447-0406-ED00017,43.24456409,-77.6419979,Central,MONROE,GREECE,LAWSON RD,192,11P
9302-L0250-0447-0406-ED00018,43.2447372,-77.64181454,Central,MONROE,GREECE,LAWSON RD,192,11Q
9302-L0250-0447-0406-ED00019,43.24404953,-77.64227728,Central,MONROE,GREECE,LAWSON RD,192,11R
9302-L0250-0447-0406-ED00020,43.24360381,-77.64227764,Central,MONROE,GREECE,LAWSON RD,192,11S
9302-L0250-0447-0406-ED00021,43.24312364,-77.64408081,Central,MONROE,GREECE,LAWSON RD,192,11T
9302-L0250-0447-0406-ED00022,43.24290411,-77.64424673,Central,MONROE,GREECE,LAWSON RD,192,11U
9302-L0250-0447-0406-ED00023,43.24327431,-77.6453732,Central,MONROE,GREECE,LAWSON RD,6192,11V
9302-L0250-0447-0406-ED00024,43.24390094,-77.64613418,Central,MONROE,GREECE,LAWSON RD,6192,2
9302-L0250-0447-0406-ED00025,43.2439094,-77.64542462,Central,MONROE,GREECE,LAWSON RD,6192,3
9302-L0250-0447-0406-ED00026,43.24389429,-77.64493783,Central,MONROE,GREECE,LAWSON RD,6192,4
9302-L0250-0447-0406-ED00032,43.24375654,-77.64315943,Central,MONROE,GREECE,LAWSON RD,6192,11M
9302-L0250-0447-0406-HH00001,43.24387458,-77.64502817,Central,MONROE,GREECE,LAWSON RD,6192,2140.06
9302-L0250-0447-0610-ED00027,43.25036097,-77.63979925,Central,MONROE,GREECE,RUMSON RD,9572,27
9302-L0250-0447-0610-ED00028,43.25022966,-77.64047574,Central,MONROE,GREECE,RUMSON RD,9572,28
9302-L0250-0447-0610-ED00029,43.2501336,-77.6412212,Central,MONROE,GREECE,RUMSON RD,9572,29
9302-L0250-0447-0610-ED00031,43.25015272,-77.64198355,Central,MONROE,GREECE,RUMSON RD,9572,30
9302-L0250-0447-0610-ED00032,43.25014981,-77.64249996,Central,MONROE,GREECE,RUMSON RD,9572,31
9302-L0250-0447-0610-ED00033,43.25015871,-77.64322406,Central,MONROE,GREECE,RUMSON RD,9572,32
9302-L0250-0447-0610-ED00034,43.250147,-77.64378428,Central,MONROE,GREECE,RUMSON RD,9572,33
9302-L0250-0447-0610-ED00035,43.25012745,-77.64446252,Central,MONROE,GREECE,RUMSON RD,9572,34
9302-L0250-0447-0610-ED00036,43.25013146,-77.64495793,Central,MONROE,GREECE,RUMSON RD,9572,35
9302-L0250-0447-0610-ED00037,43.25015791,-77.64561945,Central,MONROE,GREECE,RUMSON RD,9572,36
9302-L0250-0447-0610-ED00038,43.25016415,-77.64611654,Central,MONROE,GREECE,RUMSON RD,9572,37
9302-L0250-0447-0610-ED00104,43.25030812,-77.64007693,Central,MONROE,GREECE,RUMSON RD,9572,28A
9302-L0250-0447-0610-ED00107,43.2501675,-77.64662116,Central,MONROE,GREECE,RUMSON RD,9572,38
9302-L0250-0447-0610-HH00001,43.25035564,-77.6398049,Central,MONROE,GREECE,RUMSON RD,9572,1296.44
9302-L0250-0447-0610-HH00003,43.25023872,-77.64379303,Central,MONROE,GREECE,RUMSON RD,9572,1296.53
9302-L0250-0447-0619-ED00001,43.25185796,-77.64376375,Central,MONROE,GREECE,SANDALWOOD DR,705,1
9302-L0250-0447-0619-ED00002,43.25055864,-77.64067487,Central,MONROE,GREECE,SANDALWOOD DR,9705,17
9302-L0250-0447-0619-ED00019,43.24990687,-77.64123575,Central,MONROE,GREECE,SANDALWOOD DR,705,A
9302-L0250-0447-0619-ED00020,43.25258231,-77.64374969,Central,MONROE,GREECE,SANDALWOOD DR,705,A
9302-L0250-0447-0619-ED00021,43.24952156,-77.64123677,Central,MONROE,GREECE,SANDALWOOD DR,705,B
9302-L0250-0447-0619-ED00022,43.25239512,-77.64374716,Central,MONROE,GREECE,SANDALWOOD DR,9705,B
9302-L0250-0447-0619-ED00023,43.252206,-77.64374057,Central,MONROE,GREECE,SANDALWOOD DR,705,C
9302-L0250-0447-0619-ED00024,43.24913397,-77.64124829,Central,MONROE,GREECE,SANDALWOOD DR,705,C
9302-L0250-0447-0619-ED00025,43.24875897,-77.64125429,Central,MONROE,GREECE,SANDALWOOD DR,705,D
9302-L0250-0447-0619-ED00026,43.25162987,-77.64376496,Central,MONROE,GREECE,SANDALWOOD DR,705,D
9302-L0250-0447-0619-ED00027,43.25123225,-77.64377256,Central,MONROE,GREECE,SANDALWOOD DR,705,E
9302-L0250-0447-0619-ED00028,43.24834697,-77.64125179,Central,MONROE,GREECE,SANDALWOOD DR,705,E
9302-L0250-0447-0619-ED00029,43.24796532,-77.64126088,Central,MONROE,GREECE,SANDALWOOD DR,705,F
9302-L0250-0447-0619-ED00030,43.2508625,-77.64374748,Central,MONROE,GREECE,SANDALWOOD DR,705,F
9302-L0250-0447-0619-ED00031,43.24758443,-77.64126134,Central,MONROE,GREECE,SANDALWOOD DR,705,G
9302-L0250-0447-0619-ED00032,43.25066118,-77.64377446,Central,MONROE,GREECE,SANDALWOOD DR,705,G
9302-L0250-0447-0619-ED00033,43.25068438,-77.64315093,Central,MONROE,GREECE,SANDALWOOD DR,705,H
9302-L0250-0447-0619-ED00034,43.24721819,-77.64128258,Central,MONROE,GREECE,SANDALWOOD DR,9705,H
9302-L0250-0447-0619-ED00035,43.24698567,-77.6411735,Central,MONROE,GREECE,SANDALWOOD DR,9705,J
9302-L0250-0447-0619-ED00036,43.25065888,-77.64249939,Central,MONROE,GREECE,SANDALWOOD DR,705,J
9302-L0250-0447-0619-ED00037,43.25065607,-77.64192657,Central,MONROE,GREECE,SANDALWOOD DR,705,K
9302-L0250-0447-0619-ED00038,43.24712676,-77.64098869,Central,MONROE,GREECE,SANDALWOOD DR,705,K
9302-L0250-0447-0619-ED00039,43.24666081,-77.64137656,Central,MONROE,GREECE,SANDALWOOD DR,705,L
9302-L0250-0447-0619-ED00040,43.25066413,-77.64145543,Central,MONROE,GREECE,SANDALWOOD DR,705,L
9302-L0250-0447-0619-ED00041,43.25066319,-77.64124372,Central,MONROE,GREECE,SANDALWOOD DR,705,M
9302-L0250-0447-0619-ED00042,43.2505482,-77.64113429,Central,MONROE,GREECE,SANDALWOOD DR,705,N
9302-L0250-0447-0642-ED00014,43.24552735,-77.64387422,Central,MONROE,GREECE,SIERRA DR,125,A
9302-L0250-0447-0642-ED00015,43.24595207,-77.64384065,Central,MONROE,GREECE,SIERRA DR,125,B
9302-L0250-0447-0642-ED00016,43.24639014,-77.64385741,Central,MONROE,GREECE,SIERRA DR,125,C
9302-L0250-0447-0642-ED00017,43.24684359,-77.64385045,Central,MONROE,GREECE,SIERRA DR,125,D
9302-L0250-0447-0642-ED00018,43.24727426,-77.64381297,Central,MONROE,GREECE,SIERRA DR,125,E
9302-L0250-0447-0642-ED00019,43.24740213,-77.64380482,Central,MONROE,GREECE,SIERRA DR,10125,E1
9302-L0250-0447-0642-ED00020,43.24769111,-77.64379425,Central,MONROE,GREECE,SIERRA DR,125,F
9302-L0250-0447-0642-ED00021,43.24778012,-77.64378623,Central,MONROE,GREECE,SIERRA DR,10125,F1
9302-L0250-0447-0642-ED00022,43.24816518,-77.64380517,Central,MONROE,GREECE,SIERRA DR,125,G
9302-L0250-0447-0642-ED00023,43.24858761,-77.6438143,Central,MONROE,GREECE,SIERRA DR,125,H
9302-L0250-0447-0642-ED00024,43.2490282,-77.64380718,Central,MONROE,GREECE,SIERRA DR,125,J
9302-L0250-0447-0642-ED00025,43.24945478,-77.64376336,Central,MONROE,GREECE,SIERRA DR,125,K
9302-L0250-0447-0642-ED00026,43.24990903,-77.64376712,Central,MONROE,GREECE,SIERRA DR,125,L
9302-L0250-0447-0642-ED00027,43.24568353,-77.64386815,Central,MONROE,GREECE,SIERRA DR,10125,M
9302-L0250-0447-0642-ED00028,43.24568254,-77.6436168,Central,MONROE,GREECE,SIERRA DR,125,O
9302-L0250-0447-0642-ED00029,43.24567726,-77.64322323,Central,MONROE,GREECE,SIERRA DR,125,P
9302-L0250-0447-0642-ED00030,43.24567568,-77.64258859,Central,MONROE,GREECE,SIERRA DR,125,Q
9302-L0250-0447-0642-ED00031,43.24568579,-77.6428588,Central,MONROE,GREECE,SIERRA DR,10125,Q1
9302-L0250-0447-0642-ED00032,43.24568534,-77.64205843,Central,MONROE,GREECE,SIERRA DR,125,R
9302-L0250-0447-0647-ED00022,43.24990435,-77.64249861,Central,MONROE,GREECE,SKYCREST DR,169,A
9302-L0250-0447-0647-ED00023,43.24951776,-77.64251158,Central,MONROE,GREECE,SKYCREST DR,169,B
9302-L0250-0447-0647-ED00024,43.24912039,-77.6425244,Central,MONROE,GREECE,SKYCREST DR,169,C
9302-L0250-0447-0647-ED00025,43.24875591,-77.64253477,Central,MONROE,GREECE,SKYCREST DR,169,D
9302-L0250-0447-0647-ED00026,43.24837246,-77.64254415,Central,MONROE,GREECE,SKYCREST DR,169,E
9302-L0250-0447-0647-ED00027,43.24800096,-77.64255829,Central,MONROE,GREECE,SKYCREST DR,169,F
9302-L0250-0447-0647-ED00028,43.24760142,-77.64255535,Central,MONROE,GREECE,SKYCREST DR,169,G
9302-L0250-0447-0647-ED00029,43.24722052,-77.64255928,Central,MONROE,GREECE,SKYCREST DR,169,H
9302-L0250-0447-0647-ED00030,43.24684735,-77.64257426,Central,MONROE,GREECE,SKYCREST DR,169,J
9302-L0250-0447-0647-ED00031,43.24643294,-77.64255643,Central,MONROE,GREECE,SKYCREST DR,169,K
9302-L0250-0447-0647-ED00032,43.24659834,-77.64256989,Central,MONROE,GREECE,SKYCREST DR,169,L
9302-L0250-0447-0647-ED00033,43.24662784,-77.64229083,Central,MONROE,GREECE,SKYCREST DR,169,M
9302-L0250-0447-0790-ED00009,43.24533052,-77.64613035,Central,MONROE,GREECE,WOODCROFT DR,738,1A
9302-L0250-0447-0790-ED00010,43.24488482,-77.64614613,Central,MONROE,GREECE,WOODCROFT DR,738,1B
9302-L0250-0447-0790-ED00011,43.24512416,-77.64614568,Central,MONROE,GREECE,WOODCROFT DR,738,1C
9302-L0250-0447-0790-ED00012,43.24454773,-77.64612927,Central,MONROE,GREECE,WOODCROFT DR,738,1D
9302-L0250-0447-0790-ED00013,43.2443643,-77.64612638,Central,MONROE,GREECE,WOODCROFT DR,12738,1D1
9302-L0250-0447-0790-ED00014,43.24420002,-77.6461553,Central,MONROE,GREECE,WOODCROFT DR,738,1E
9302-L0250-0447-0790-ED00021,43.2457051,-77.64614299,Central,MONROE,GREECE,WOODCROFT DR,738,A
9302-L0250-0447-0790-ED00022,43.24600341,-77.64613246,Central,MONROE,GREECE,WOODCROFT DR,738,B
9302-L0250-0447-0790-ED00023,43.2463639,-77.64614987,Central,MONROE,GREECE,WOODCROFT DR,738,C
9302-L0250-0447-0790-ED00024,43.24655735,-77.64613707,Central,MONROE,GREECE,WOODCROFT DR,738,D
9302-L0250-0447-0790-ED00025,43.2469855,-77.64612978,Central,MONROE,GREECE,WOODCROFT DR,738,E
9302-L0250-0447-0790-ED00026,43.2474413,-77.64614582,Central,MONROE,GREECE,WOODCROFT DR,12738,F
9302-L0250-0447-0790-ED00027,43.24788419,-77.64614181,Central,MONROE,GREECE,WOODCROFT DR,738,G
9302-L0250-0447-0790-ED00028,43.24833908,-77.64614926,Central,MONROE,GREECE,WOODCROFT DR,738,H
9302-L0250-0447-0790-ED00029,43.24860423,-77.64614237,Central,MONROE,GREECE,WOODCROFT DR,738,J
9302-L0250-0447-0790-ED00030,43.2489724,-77.64614496,Central,MONROE,GREECE,WOODCROFT DR,738,K
9302-L0250-0447-0790-ED00031,43.24920116,-77.6461448,Central,MONROE,GREECE,WOODCROFT DR,738,L
9302-L0250-0447-0790-ED00032,43.24942617,-77.64614628,Central,MONROE,GREECE,WOODCROFT DR,738,M
9302-L0250-0447-0790-ED00033,43.24971714,-77.64614582,Central,MONROE,GREECE,WOODCROFT DR,738,N
9302-L0250-0447-0790-ED00034,43.2499143,-77.64615967,Central,MONROE,GREECE,WOODCROFT DR,12738,O
9302-L0325-0447-0195-ED00013,43.25337018,-77.63271397,Central,MONROE,GREECE,DOHRCREST DR,60,4A
9302-L0325-0447-0195-ED00014,43.2533672,-77.63248535,Central,MONROE,GREECE,DOHRCREST DR,60,4B
9302-L0325-0447-0195-ED00015,43.25357089,-77.63254108,Central,MONROE,GREECE,DOHRCREST DR,60,4C
9302-L0325-0447-0195-ED00016,43.25386291,-77.63262764,Central,MONROE,GREECE,DOHRCREST DR,60,4D
9302-L0325-0447-0195-ED00017,43.25425686,-77.63273465,Central,MONROE,GREECE,DOHRCREST DR,60,4E
9302-L0325-0447-0195-ED00018,43.25441556,-77.63324188,Central,MONROE,GREECE,DOHRCREST DR,60,4F
9302-L0325-0447-0195-ED00019,43.25444014,-77.63367051,Central,MONROE,GREECE,DOHRCREST DR,60,4G
9302-L0325-0447-0195-ED00020,43.25451338,-77.63426801,Central,MONROE,GREECE,DOHRCREST DR,60,4H
9302-L0325-0447-0401-ED00331,43.2529765,-77.63581473,Central,MONROE,GREECE,LATTA RD,6154,28
9302-L0325-0447-0401-ED00332,43.25281305,-77.63607702,Central,MONROE,GREECE,LATTA RD,6154,28A
9302-L0325-0447-0401-ED00333,43.25299598,-77.63627506,Central,MONROE,GREECE,LATTA RD,6154,29
9302-L0325-0447-0401-ED00339,43.2529783,-77.63678813,Central,MONROE,GREECE,LATTA RD,6154,30
9302-L0325-0447-0401-ED00340,43.25301743,-77.63718012,Central,MONROE,GREECE,LATTA RD,6154,31
9302-L0325-0447-0401-ED00341,43.25282653,-77.63721232,Central,MONROE,GREECE,LATTA RD,6154,31A
9302-L0325-0447-0401-ED00342,43.25303329,-77.63778408,Central,MONROE,GREECE,LATTA RD,6154,32
9302-L0325-0447-0401-ED00343,43.25302512,-77.63811365,Central,MONROE,GREECE,LATTA RD,6154,33
9302-L0325-0447-0401-ED00344,43.25303268,-77.63857826,Central,MONROE,GREECE,LATTA RD,6154,34
9302-L0325-0447-0401-ED00345,43.25285345,-77.638643,Central,MONROE,GREECE,LATTA RD,6154,34A
9302-L0325-0447-0401-ED00346,43.25304523,-77.63918458,Central,MONROE,GREECE,LATTA RD,6154,35
9302-L0325-0447-0401-ED00347,43.25302355,-77.63980091,Central,MONROE,GREECE,LATTA RD,6154,36
9302-L0325-0447-0401-ED00348,43.25301933,-77.64023393,Central,MONROE,GREECE,LATTA RD,6154,37
9302-L0325-0447-0401-ED00349,43.25285826,-77.6404164,Central,MONROE,GREECE,LATTA RD,6154,37A
9302-L0325-0447-0401-ED00350,43.25302381,-77.64068207,Central,MONROE,GREECE,LATTA RD,6154,38
9302-L0325-0447-0401-ED00351,43.25302959,-77.64131407,Central,MONROE,GREECE,LATTA RD,6154,39
9302-L0325-0447-0401-ED00359,43.25303386,-77.64193567,Central,MONROE,GREECE,LATTA RD,6154,40
9302-L0325-0447-0401-ED00360,43.25302096,-77.64245759,Central,MONROE,GREECE,LATTA RD,6154,41
9302-L0325-0447-0401-ED00361,43.25299875,-77.64292512,Central,MONROE,GREECE,LATTA RD,6154,42
9302-L0325-0447-0401-ED00362,43.25303417,-77.64344915,Central,MONROE,GREECE,LATTA RD,6154,43
9302-L0325-0447-0401-ED00363,43.25302244,-77.64380367,Central,MONROE,GREECE,LATTA RD,6154,44
9302-L0325-0447-0401-ED00364,43.25300615,-77.64423089,Central,MONROE,GREECE,LATTA RD,6154,45
9302-L0325-0447-0401-ED00365,43.25301474,-77.64468575,Central,MONROE,GREECE,LATTA RD,6154,46
9302-L0325-0447-0401-ED00366,43.25303331,-77.64518054,Central,MONROE,GREECE,LATTA RD,6154,47
9302-L0325-0447-0401-ED00367,43.25302171,-77.64562239,Central,MONROE,GREECE,LATTA RD,6154,48
9302-L0325-0447-0401-ED00368,43.25303024,-77.64606469,Central,MONROE,GREECE,LATTA RD,6154,49
9302-L0325-0447-0401-ED00396,43.25300269,-77.64631645,Central,MONROE,GREECE,LATTA RD,6154,50
9302-L0325-0447-0401-ED00397,43.25309933,-77.64635411,Central,MONROE,GREECE,LATTA RD,6154,50A
9302-L0325-0447-0401-ED00494,43.25259406,-77.63865673,Central,MONROE,GREECE,LATTA RD,154,A
9302-L0325-0447-0401-ED00498,43.25220274,-77.63868274,Central,MONROE,GREECE,LATTA RD,154,B
9302-L0325-0447-0401-ED00501,43.25182643,-77.6387099,Central,MONROE,GREECE,LATTA RD,154,C
9302-L0325-0447-0401-ED00503,43.2514392,-77.63870933,Central,MONROE,GREECE,LATTA RD,154,D
9302-L0325-0447-0401-ED00505,43.25102781,-77.63874298,Central,MONROE,GREECE,LATTA RD,154,E
9302-L0325-0447-0401-ED00510,43.25085859,-77.63875467,Central,MONROE,GREECE,LATTA RD,154,F
9302-L0325-0447-0401-ED00513,43.25257438,-77.63609067,Central,MONROE,GREECE,LATTA RD,154,G
9302-L0325-0447-0401-ED00515,43.25219348,-77.63609518,Central,MONROE,GREECE,LATTA RD,154,H
9302-L0325-0447-0401-ED00516,43.25177584,-77.63612777,Central,MONROE,GREECE,LATTA RD,154,J
9302-L0325-0447-0401-ED00517,43.2515638,-77.63610651,Central,MONROE,GREECE,LATTA RD,154,K
9302-L0325-0447-0401-ED00518,43.25120275,-77.63614403,Central,MONROE,GREECE,LATTA RD,154,L
9302-L0325-0447-0401-ED00519,43.25197419,-77.63611502,Central,MONROE,GREECE,LATTA RD,6154,I
9302-L0325-0447-0401-ED00520,43.25080661,-77.63616099,Central,MONROE,GREECE,LATTA RD,154,M
9302-L0325-0447-0401-ED00521,43.25053529,-77.63600273,Central,MONROE,GREECE,LATTA RD,154,N
9302-L0325-0447-0401-ED00522,43.25083786,-77.63674478,Central,MONROE,GREECE,LATTA RD,154,P
9302-L0325-0447-0401-ED00523,43.25096026,-77.63732371,Central,MONROE,GREECE,LATTA RD,154,Q
9302-L0325-0447-0401-ED00524,43.25097104,-77.63760286,Central,MONROE,GREECE,LATTA RD,154,R
9302-L0325-0447-0401-ED00798,43.25302996,-77.64212468,Central,MONROE,GREECE,LATTA RD,6154,40A
9302-L0325-0447-0401-MH00005,43.25312065,-77.6421734,Central,MONROE,GREECE,LATTA RD,6154,1222.82
9302-L0325-0447-0580-ED00003,43.25336699,-77.63358838,Central,MONROE,GREECE,RENAY DR,9048,3A
9302-L0325-0447-0580-ED00004,43.2533869,-77.63385619,Central,MONROE,GREECE,RENAY DR,9048,3B
9302-L0325-0447-0580-ED00005,43.25336786,-77.63439962,Central,MONROE,GREECE,RENAY DR,9048,3C
9302-L0325-0447-0580-ED00006,43.25339777,-77.63507576,Central,MONROE,GREECE,RENAY DR,9048,3D
9302-L0325-0447-0580-ED00007,43.25340962,-77.63537996,Central,MONROE,GREECE,RENAY DR,9048,3D1
9302-L0325-0447-0580-ED00008,43.25341826,-77.63564171,Central,MONROE,GREECE,RENAY DR,9048,3E
9302-L0325-0447-0580-ED00009,43.25343782,-77.63624799,Central,MONROE,GREECE,RENAY DR,9048,3F
9302-L0325-0447-0580-ED00010,43.25344784,-77.63684624,Central,MONROE,GREECE,RENAY DR,9048,3G
9302-L0325-0447-0580-ED00011,43.25344409,-77.63745645,Central,MONROE,GREECE,RENAY DR,9048,3H
9302-L0325-0447-0580-ED00012,43.25345322,-77.6379992,Central,MONROE,GREECE,RENAY DR,9048,3J
9302-L0355-0447-0298-MH00101,43.25337478,-77.62835434,Central,MONROE,GREECE,GREENLEAF RD,4608,1848.01
